Name,FIPS,#RenterOccupiedHousingUnits,#MovedSameCounty,#MovedSameState,#MovedNewState,MedianRent,MedianHomeValue,#VacantForRent
"White Deer, TX",4878316,30,0,21,0,915.4,96700,0
"Bassett, VA",5104872,12,178,18,26,568.7972921,96600,5
"Daguao, PR",7223062,0,,,,237.9561489,96600,23
"Dieterich, IL",1719915,43,0,2,0,951.7635697,96600,0
"Laurelton, PA",4241856,50,0,0,0,874.0344003,96600,0
"Mer Rouge, LA",2249905,9,14,0,17,519.4,96600,0
"Milan, IN",1849266,274,42,51,0,731.4883122,96600,44
"Monticello, AR",546580,1219,286,145,92,674.8592131,96600,215
"Morrice, MI",2655560,102,43,0,0,662.6360036,96600,12
"Moulton, TX",4849560,199,53,0,0,722.8328066,96600,5
"Redwood Falls, MN",2753656,699,143,111,3,745.1603543,96600,141
"Seagoville, TX",4866428,1372,301,280,48,960.0574415,96600,125
"Stony Prairie, OH",3974832,237,13,45,0,840.6622468,96600,16
"Union, OH",3978470,429,71,92,32,1071.832835,96600,6
"Willow Springs, MO",2980098,293,17,88,56,492.4535229,96600,151
"Woodall, OK",4081912,39,26,1,0,547.1465702,96600,0
"Antón Ruíz, PR",7203196,287,,,,373.3330316,96500,30
"Brownstown, IN",1808470,317,135,52,18,783.0478823,96500,25
"Cissna Park, IL",1714468,96,25,15,33,600.8765986,96500,30
"Clearlake, CA",613945,3134,605,440,239,855.1280054,96500,223
"Fleming, CO",826875,73,27,5,22,620.6347568,96500,0
"Forest City, PA",4226560,289,26,69,17,649,96500,10
"Holmesville, OH",3935994,32,0,0,0,609.4431854,96500,1
"Lovelady, TX",4844260,120,19,178,0,806.4,96500,0
"Montague, TX",4849032,28,2,0,0,846.6100155,96500,0
"Sturgeon, MO",2971224,130,50,7,0,849.0587265,96500,0
"Aberdeen, OH",3900142,461,13,0,111,554.6084114,96400,0
"Branchville, VA",5109208,0,,,,,96400,0
"Chief Lake, WI",5514440,81,43,0,0,577.4,96400,16
"Florissant, MO",2924778,7324,1127,969,189,1005.985971,96400,46
"Kathleen, FL",1235950,603,222,20,0,896.6003576,96400,57
"Kingsford, MI",2643300,971,149,27,101,645,96400,40
"South Hutchinson, KS",2066750,466,27,11,11,487.9031569,96400,104
"Willisburg, KY",2183424,16,8,6,0,916.25,96400,0
"Airport Road Addition, TX",4801514,11,,,,,96300,0
"Batavia, NY",3604715,2865,265,73,382,752.9195879,96300,147
"Brandonville, PA",4208240,43,0,0,0,543.6351061,96300,0
"Brooklyn Heights, MO",2908776,5,0,0,0,620,96300,0
"Bruin, PA",4209528,50,8,0,0,641.0428225,96300,13
"Cactus Forest, AZ",408990,54,0,0,0,,96300,21
"Fairfield, TX",4825104,265,163,104,6,783.3382094,96300,52
"Forestville, MI",2629660,10,,,,,96300,0
"Freeman, MO",2925894,103,43,0,0,840.7465793,96300,0
"German Valley, IL",1729093,61,79,40,0,564.1704433,96300,2
"Morrisville, MO",2950078,41,7,0,0,640.6013247,96300,5
"Mount Vernon, OR",4150250,135,15,0,0,491.3506278,96300,0
"Orrick, MO",2954938,59,50,0,0,699.2885639,96300,6
"Osyka, MS",2854640,63,3,0,0,646.3636012,96300,0
"Plantersville, MS",2858440,130,18,38,0,699.6477504,96300,23
"Saks, AL",167608,1136,524,16,0,656,96300,69
"San Germán, PR",7276167,1664,,,,401.1601532,96300,202
"Shiloh, GA",1370428,45,47,0,0,782.6930418,96300,0
"Smithfield, NE",3145575,1,,,,,96300,0
"South Charleston, OH",3973124,413,142,8,0,606.7267391,96300,8
"Sylvester, GA",1375188,1451,115,0,0,735.0585937,96300,17
"Walsenburg, CO",882350,641,18,83,137,575.5076203,96300,0
"Wellford, SC",4575580,371,22,0,0,809.1226804,96300,29
"White Haven, PA",4284552,133,26,8,0,897.6603018,96300,28
"Winchester, OH",3985876,168,32,7,0,541.8686434,96300,22
"Wisner, NE",3153450,147,12,10,0,616.5247295,96300,21
"Zeb, OK",4083030,68,0,0,0,800.670093,96300,0
"Austintown, OH",3903184,5165,925,340,191,670.7409394,96200,1132
"Bismarck, IL",1706184,30,0,0,43,779.9705446,96200,0
"Brewster, OH",3908504,212,117,50,11,702.8503382,96200,0
"Cowpens, SC",4517260,269,101,3,6,492.174416,96200,0
"Delaware, IA",1919630,13,0,36,0,565.0663549,96200,0
"Duncan, SC",4521265,614,96,26,48,810.3119786,96200,44
"Jonesville, NC",3734840,445,76,37,0,543.5363389,96200,78
"McBain, MI",2649980,85,23,93,0,308.8696367,96200,0
"Scott City, MO",2966368,620,109,48,3,779.4608543,96200,108
"Atmore, AL",103004,1066,455,199,65,556,96100,390
"Ballou, OK",4004075,0,,,,,96100,0
"Clinton, IA",1914430,3181,1061,146,344,665.5812433,96100,402
"Jeffersonville, KY",2140240,165,19,33,0,724.8938145,96100,0
"Manito, IL",1746383,168,53,63,10,657.4902391,96100,0
"Monticello, MS",2848560,198,67,26,22,573.7538764,96100,1
"Osage, IA",1959745,424,136,29,0,586.4501485,96100,1
"West Peavine, OK",4080230,27,0,0,0,681.5932991,96100,0
"Amboy, MN",2701324,104,5,9,0,673.42515,96000,7
"Arecibo, PR",7203368,6183,,,,370.5485528,96000,683
"Burke, TX",4811380,80,74,0,0,632.2290557,96000,0
"De Soto, WI",5519850,45,30,1,0,755.3039866,96000,10
"Dixon, MO",2919630,128,405,12,49,669.5002158,96000,51
"Hanover, IN",1831216,468,150,59,47,746.786806,96000,33
"Hunter, ND",3839460,17,2,3,0,663.4430756,96000,1
"Huntingburg, IN",1835284,1075,48,131,5,558.6,96000,25
"Lynchburg, OH",3945542,279,41,19,0,741.1389008,96000,0
"Mabton, WA",5340980,68,16,0,0,766.6,96000,7
"Manning, SC",4544350,713,250,9,5,670.7463542,96000,52
"Medon, TN",4747020,20,0,36,0,681.7620215,96000,0
"Miramiguoa Park, MO",2948880,12,,,,657.6135379,96000,4
"Sadorus, IL",1766534,20,1,0,0,687.2904374,96000,2
"Sayre, OK",4065700,517,0,111,62,413.3183446,96000,116
"Spring Lake, NC",3764180,3478,190,238,162,1049.235697,96000,160
"West Line, MO",2978838,14,,,,596.6388375,96000,0
"Williamsport, OH",3985414,124,14,7,0,765.6994296,96000,16
"Winthrop, MN",2771122,156,24,22,11,733.029428,96000,0
"Animas, PR",7203024,210,,,,578.7893996,95900,21
"Beaver Dam, KY",2104654,678,113,123,3,499,95900,0
"Biscoe, NC",3706000,252,0,0,0,656.4,95900,37
"Del Rio, TX",4819792,4889,1087,252,161,646.5347428,95900,379
"Etowah, TN",4724480,466,254,124,52,598.7969298,95900,38
"Hallettsville, TX",4831868,574,138,49,0,671.2851336,95900,21
"Lincoln Village, OH",3943792,1406,508,39,358,810.1599392,95900,0
"Marshalltown, IA",1949755,3766,1062,444,72,677.6826767,95900,90
"Mount Clemens, MI",2655820,3059,461,227,66,747.9387607,95900,13
"Nutter Fort, WV",5459836,238,29,0,30,903.7337,95900,55
"Oak Island, TX",4853004,0,,,,,95900,0
"St. Anne, IL",1766638,158,61,0,0,694.9108915,95900,29
"Alakanuk, AK",201200,19,3,20,0,832.736861,95800,1
"Culdesac, ID",1619900,62,17,0,0,682.383661,95800,4
"Emma, MO",2922312,6,5,0,0,741.9994061,95800,0
"Fossil, OR",4126650,82,0,0,0,602.647069,95800,0
"Hanover, WI",5532550,10,,,,,95800,0
"Hartwell, GA",1337144,864,9,94,13,737.6191448,95800,82
"Kaw City, OK",4038800,21,2,0,8,466.7138004,95800,0
"Madawaska, ME",2342485,365,102,40,9,560.0489937,95800,135
"Milltown, WI",5552075,282,39,0,0,656,95800,10
"Montvale, VA",5152968,0,,,,,95800,0
"Mountain View, MO",2950438,568,83,81,26,533.8895703,95800,36
"Platte Center, NE",3139310,18,9,8,0,1012.948079,95800,5
"Poteau, OK",4060350,1513,581,76,9,634.4351198,95800,0
"Ransom, IL",1762757,31,12,5,38,803.8014906,95800,0
"Silsbee, TX",4867832,783,444,381,11,670.6,95800,165
"Skyline Acres, OH",3972648,395,9,0,0,856.9602459,95800,0
"Slovan, PA",4271232,37,,,,816.2181375,95800,0
"Warren, MN",2768170,243,28,3,0,639.9428419,95800,37
"Warsaw, KY",2180706,505,81,120,0,708.4549007,95800,8
"Waverly, TN",4778560,374,110,41,0,622.2,95800,215
"White Castle, LA",2281375,361,11,57,0,520.5679812,95800,53
"Winthrop, IA",1986565,56,3,12,0,596.6,95800,0
"Glasgow, MO",2927208,95,57,40,0,504.5104428,95700,0
"Hebron, ND",3836860,93,2,27,5,847.1069921,95700,28
"Hoquiam, WA",5332300,1937,420,203,84,738.0343905,95700,99
"Hoyt, KS",2033375,59,0,12,0,774.66464,95700,0
"Inverness, FL",1233950,1564,459,140,39,778.6026903,95700,161
"Jackson, KY",2139952,371,173,62,0,410,95700,1
"Joyce, LA",2238880,0,,,,580.1122564,95700,0
"La Moille, IL",1741794,61,10,0,0,723.2231124,95700,0
"Pembroke, VA",5161336,89,11,8,0,717.307473,95700,53
"Pineville, MO",2957818,74,176,38,51,415.5065078,95700,10
"Piney, AR",555610,775,117,26,36,807.8,95700,0
"Vega, TX",4875188,35,0,42,0,912.04637,95700,4
"Altus, AR",501210,173,7,14,0,565.5114451,95600,0
"Arkdale, WI",5502725,3,,,,,95600,0
"Coal Creek, Fremont County, CO",815330,23,37,0,0,1310.451171,95600,0
"Fairwater, WI",5525075,46,6,6,0,777.1069344,95600,0
"Graceville, FL",1227000,333,28,38,15,632.2606361,95600,28
"Greensburg, LA",2231565,140,64,9,11,653.8646203,95600,0
"Leslie, MI",2647180,174,50,61,45,786.4478455,95600,10
"Macon, IL",1745941,48,32,21,0,624.7220063,95600,48
"Millingport, NC",3743200,81,12,0,0,767.9334364,95600,0
"Morrison, OK",4049450,110,1,99,0,750.9610217,95600,0
"New Boston, TX",4850808,821,146,82,209,507.5236346,95600,27
"Paxton, IL",1758239,727,59,21,65,600.0155157,95600,57
"Pillow, PA",4260264,9,0,0,0,791.1662766,95600,6
"Rock Port, MO",2962696,198,19,18,8,456.4,95600,21
"Rockford, IA",1968070,107,10,0,0,471.8802578,95600,0
"Seaman, OH",3971206,238,18,13,0,777.3486911,95600,0
"Sylvan Beach, NY",3672521,86,2,16,0,1044.225297,95600,14
"Tustin, MI",2680960,26,34,16,0,589.6633937,95600,0
"Waynesburg, PA",4281832,465,106,110,2,665.6256723,95600,95
"Zearing, IA",1987555,44,41,14,0,706.0518467,95600,3
"Bison, OK",4006350,0,,,,,95500,0
"Bono, AR",507630,303,251,1,0,696.0951172,95500,7
"Gaylord, MI",2631720,1040,334,115,77,729.9049075,95500,11
"Hanover, NM",3531540,20,,,,,95500,0
"Lewiston, MI",2647260,62,35,29,0,686,95500,14
"Mill Village, PA",4249936,18,11,0,0,672.6101813,95500,3
"Minonk, IL",1749568,195,38,0,11,746.666785,95500,0
"New Whiteland, IN",1853874,238,631,89,93,1265.4,95500,0
"Perryville, AR",554710,219,8,65,0,619.6385391,95500,20
"Ramos, PR",7268771,231,,,,437.8855957,95500,2
"Ravalli, MT",3061075,0,,,,,95500,0
"Scandinavia, WI",5571975,59,4,2,0,745,95500,0
"Tell City, IN",1875248,1019,247,36,90,544.2323583,95500,76
"Wartburg, TN",4778100,228,42,36,0,465.0666607,95500,46
"White Plains, NC",3773460,178,0,0,0,469.6376591,95500,49
"Arlington, OR",4102800,120,31,0,16,954.7376263,95400,0
"Caseville, MI",2613760,169,25,0,29,526.5927123,95400,18
"Denver City, TX",4819984,296,61,113,65,802.3696529,95400,145
"Gamewell, NC",3725380,461,7,0,0,735.0477358,95400,61
"Hudson Lake, IN",1835104,14,0,4,2,,95400,0
"Kipton, OH",3940544,23,2,0,0,806.3621507,95400,0
"Kooskia, ID",1644110,82,13,25,0,632.8767674,95400,11
"Plainfield, WI",5563150,110,12,38,0,591.6041104,95400,12
"Ridgeway, OH",3967118,33,1,13,0,350.4994048,95400,0
"Smithville Flats, NY",3668088,21,0,0,0,411.7157288,95400,0
"Westfield, WI",5585575,186,69,62,0,758.2818434,95400,2
"Bay Lake, FL",1204150,8,,,,,95300,0
"Brooksville, KY",2110000,244,6,77,0,516.9219163,95300,0
"Fulda, MN",2722958,151,35,25,0,834.9960579,95300,0
"Gruver, TX",4831412,173,0,0,4,771.7361337,95300,8
"Hanlontown, IA",1934185,18,6,24,0,617.4,95300,0
"Mooreland, OK",4049250,85,44,0,15,918.617447,95300,6
"New London, TX",4851168,121,0,22,0,809.2144234,95300,3
"Nichols, IA",1956685,29,0,0,0,681.6215467,95300,0
"Notus, ID",1658060,50,0,13,0,1093.454806,95300,0
"Pender, NE",3138750,79,19,0,0,720.5011793,95300,3
"Polk, OH",3963996,23,146,0,9,868.0663383,95300,0
"Ravenswood, WV",5467108,318,60,56,0,835.9496807,95300,9
"Rich Creek, VA",5166896,156,3,0,0,496.4644508,95300,20
"Scotts Hill, TN",4766880,123,0,6,41,578.4116035,95300,5
"Warsaw, MO",2977146,528,167,70,0,603.3113315,95300,17
"Weidman, MI",2685140,80,53,166,0,633.9666923,95300,0
"West Mayfield, PA",4283472,181,16,4,0,787.3296055,95300,0
"Wyoming, NY",3683371,33,8,0,0,520.0182433,95300,0
"Belle, MO",2904150,329,75,68,10,580.523643,95200,7
"Belleville, IL",1704845,8060,1248,176,346,769.2138043,95200,954
"Dunbar, WV",5422564,1779,313,75,32,802.0963622,95200,80
"East Bank, WV",5423092,44,0,11,0,651.2244446,95200,19
"G. L. García, PR",7230544,175,,,,,95200,0
"Hartford, AL",133424,478,84,109,0,635.7737547,95200,21
"Hazleton, PA",4233408,4234,488,283,37,777.4984551,95200,483
"La Porte, IN",1842246,3992,1057,430,46,683.5730623,95200,248
"Mays Lick, KY",2151006,0,,,,,95200,0
"Paw Paw, MI",2662980,710,261,432,139,630.5601675,95200,121
"Perry, MI",2663700,379,51,84,8,742,95200,4
"Port LaBelle, FL",1258420,367,271,40,0,807.4853002,95200,0
"San Antonio, Aguadilla Municipio, PR",7275608,97,,,,526.7390223,95200,36
"Tripoli, IA",1978915,120,23,47,0,526.6,95200,0
"Tyrone, PA",4278168,1079,324,116,2,619.6692007,95200,68
"Whitesboro, NY",3681710,859,104,11,40,719.1654315,95200,0
"Wild Rose, WI",5587075,148,0,0,0,711.6276296,95200,13
"Atwater, MN",2702692,129,19,0,0,652.3979932,95100,0
"Carthage, IL",1711527,196,32,18,29,515.8,95100,41
"Clarence, IA",1913530,130,6,0,0,541.4,95100,0
"Covington, IN",1815490,359,126,23,1,620.3914566,95100,0
"Covington, OH",3919050,324,118,0,0,741.0543661,95100,0
"Dade City, FL",1216125,1069,183,94,47,924.282054,95100,239
"Doña Ana, NM",3521110,131,,,,569.0127398,95100,0
"Paris, TN",4756720,1580,362,138,22,593.4,95100,297
"Petersburg, IL",1759312,557,129,121,113,627.5410915,95100,0
"Seneca Knolls, NY",3666366,171,31,12,0,1136.79262,95100,0
"Trenton, NJ",3474000,17173,1388,415,817,1019.925943,95100,1689
"Askov, MN",2702548,67,16,0,0,358.819052,95000,15
"Atka, AK",204210,0,,,,1122.561165,95000,0
"Baker, MN",2703214,0,,,,,95000,0
"Big Run, PA",4206344,13,0,11,0,573.9216319,95000,0
"Brevig Mission, AK",208740,19,7,0,0,889.798524,95000,0
"Brook Park, MN",2707984,9,,,,1085.126498,95000,0
"Caulksville, AR",512190,14,2,0,0,699.9072259,95000,0
"Chancellor, SD",4611380,40,0,4,0,555.2857143,95000,8
"Climax, GA",1316908,26,8,0,0,726.6,95000,1
"Coburn, PA",4214760,8,,,,,95000,0
"Dakota, IL",1718342,95,0,0,0,631.8477646,95000,7
"Danvers, MN",2714734,9,1,8,0,1082.949353,95000,0
"Duson, LA",2222255,275,157,145,0,705.5868178,95000,31
"Eagle Nest, NM",3522020,65,0,0,0,928.2540321,95000,17
"Ecru, MS",2821340,191,11,22,0,631.3226752,95000,0
"Egegik, AK",221150,0,,,,,95000,1
"Etowah, OK",4024460,10,0,0,0,927.8846154,95000,0
"Farmington, WA",5323340,6,8,0,0,863.2273774,95000,0
"Fellows, CA",623812,6,,,,551.3921666,95000,0
"Friendship, AR",525180,0,0,0,0,,95000,0
"Fruitland, NC",3725160,202,63,9,8,608.1136508,95000,34
"Goodwell, OK",4030200,218,1,5,47,611,95000,52
"Grover, CO",833310,24,0,0,0,715.4,95000,0
"Harrells, NC",3729680,19,0,0,0,879.6,95000,0
"Hornbrook, CA",634694,40,0,0,18,967.1268103,95000,0
"Iron Junction, MN",2731238,2,0,0,0,,95000,0
"Ithaca, OH",3937604,20,,,,592.2,95000,0
"Jackson Center, OH",3938220,237,22,0,23,573.6939711,95000,0
"Kaibab, AZ",436500,41,0,0,0,318.2,95000,3
"Kirby, WY",5642730,5,,,,694.4983086,95000,0
"Kirbyville, TX",4839460,496,12,21,0,566.2,95000,30
"Lake Isabella, CA",639570,892,265,16,0,769.2269488,95000,0
"Latham, IL",1742249,99,0,0,0,570.2,95000,9
"Lattimore, NC",3737040,20,0,0,0,579.2,95000,6
"Lequire, OK",4042600,23,,,,492.9118536,95000,0
"Lester, AL",142352,6,0,0,0,,95000,0
"Madrid, NY",3644479,115,49,0,0,671.405182,95000,4
"Marshall, AK",247000,32,11,4,0,455.5657419,95000,0
"Millerville, MN",2742254,2,,,,641.166293,95000,0
"Minden, LA",2250885,2338,172,156,99,749.7418889,95000,162
"Morganton, GA",1352724,6,0,12,11,1291.697761,95000,0
"Morristown, NY",3648571,14,27,0,0,951.4,95000,0
"Mountain Road, VA",5153584,120,0,0,0,512.6609333,95000,0
"Murtaugh, ID",1655900,12,,,,800.1575373,95000,0
"Nespelem Community, WA",5348550,23,0,8,0,524.4929705,95000,0
"Nessen City, MI",2656960,2,,,,,95000,0
"New Goshen, IN",1852956,48,,,,,95000,0
"Palmetto, LA",2258780,16,,,,548.9621428,95000,0
"Pax, WV",5462356,22,,,,579.6928374,95000,0
"Picuris Pueblo, NM",3556810,4,,,,,95000,0
"Pindall, AR",555280,0,,,,618.1428571,95000,0
"Poynor, TX",4859192,6,0,0,0,793.4391516,95000,0
"Raymer (New Raymer), CO",863045,3,,,,,95000,0
"Reubens, ID",1667150,0,,,,,95000,0
"Salem, OK",4064875,0,,,,,95000,0
"Seiling, OK",4066250,67,19,28,43,667.6689207,95000,5
"Spring City, TN",4770400,427,81,0,17,532.8,95000,0
"Stony River, AK",273400,0,,,,384.1512678,95000,0
"Todd Mission, TX",4873224,6,,,,1001.518202,95000,23
"Tony, WI",5580225,11,5,0,0,958.6181689,95000,0
"Tuscola, TX",4874048,73,4,32,0,995.9473682,95000,4
"Union Hill, IL",1776771,8,,,,,95000,0
"Urbancrest, OH",3979100,279,0,0,0,623.983815,95000,7
"Valley Grove, WV",5482732,58,0,0,0,678.7295492,95000,0
"Vera, OK",4076950,13,0,0,0,1076.750184,95000,0
"Viola, KS",2074025,0,0,17,0,670.4243661,95000,0
"West Alton, MO",2978514,29,6,0,0,914.312256,95000,0
"West Lealman, FL",1276481,1970,629,58,26,888.670456,95000,0
"Westville, FL",1276975,53,24,27,4,435.1170443,95000,0
"Zena, OK",4083050,25,,,,,95000,0
"Bryan, OH",3909792,1447,728,97,257,711.7806407,94900,121
"Bucyrus, KS",2009050,0,,,,,94900,0
"Columbus Junction, IA",1915420,274,52,0,0,578,94900,52
"Dexter, ME",2317495,481,91,23,22,751.0491209,94900,117
"Ironton, OH",3937464,1939,374,6,195,614.5068746,94900,221
"Monticello, IN",1850760,688,302,191,82,691.5855633,94900,0
"Stonewood, WV",5477188,222,82,0,0,912.3617491,94900,0
"Weirton, WV",5485156,2924,425,25,553,695.7281979,94900,89
"Advance, IN",1800640,24,4,17,0,683.0557443,94800,9
"Balch Springs, TX",4805372,2158,952,68,12,981.6571258,94800,498
"Bayou Vista, LA",2205525,858,79,123,1,840.2493492,94800,127
"Fairplains, NC",3722380,379,5,0,0,632.0556763,94800,0
"Lenwood, CA",641194,697,155,0,65,892.6304003,94800,67
"Levelland, TX",4842448,1628,335,205,2,678.2,94800,137
"Menahga, MN",2741660,83,105,72,4,678.4920043,94800,33
"Mexico, MO",2947648,2360,242,197,0,687.7087017,94800,23
"Piketon, OH",3962708,426,68,8,0,553.0302299,94800,41
"Quasqueton, IA",1965235,40,5,0,0,915.141977,94800,9
"Rome, NY",3663418,5565,733,221,115,768.0479971,94800,63
"Santa Isabel, PR",7278145,515,,,,308.9904498,94800,69
"Stanwood, IA",1975045,59,2,84,0,631.5165342,94800,0
"Swansea, SC",4570675,158,0,35,0,749.331752,94800,0
"Topeka, IN",1876184,139,37,5,0,642.4220203,94800,10
"Vienna, MO",2976102,62,0,5,0,548.7903904,94800,0
"Wheatland, IA",1984945,66,9,0,0,862.8382408,94800,0
"Zephyrhills, FL",1279225,2775,434,220,128,797.67335,94800,187
"Argenta, IL",1701972,79,45,29,0,738.7446794,94700,8
"Belton, SC",4505365,1039,82,35,0,649.0577767,94700,0
"Big Sandy, MT",3006250,23,0,0,0,349.0008018,94700,0
"Blair, WI",5508075,250,110,16,0,654.7754351,94700,19
"Fletcher, OK",4026350,115,8,25,44,670.4,94700,20
"Florence, SD",4621820,40,0,0,0,752.9797386,94700,0
"Franklin, IL",1727663,28,63,0,0,754.4,94700,16
"Grenada, MS",2829460,2575,292,84,11,659.2763596,94700,645
"Mendenhall, MS",2846600,237,23,58,14,719.7591741,94700,0
"Nora Springs, IA",1956910,70,73,2,0,635.9075619,94700,43
"North Terre Haute, IN",1855098,542,153,75,0,742.3232223,94700,28
"Oak Hill, WV",5460028,1035,411,367,4,623.6501568,94700,204
"Payson, IL",1758265,84,12,6,0,612.6,94700,0
"Potosi, MO",2959330,538,273,121,3,460.8,94700,20
"Shoals, IN",1869552,112,0,0,0,412.1602852,94700,0
"Tidmore Bend, AL",176208,59,10,0,0,,94700,0
"Tylertown, MS",2875160,171,109,0,26,560.5380717,94700,4
"Buffalo Lake, MN",2708488,85,2,0,0,550.2066118,94600,28
"Cabool, MO",2910288,480,0,9,90,464.6996924,94600,62
"Edgefield, LA",2222850,7,14,0,0,,94600,0
"Geneva, NY",3628640,2324,256,254,64,775.1688905,94600,279
"Masontown, WV",5452228,45,4,0,0,652.6,94600,7
"Oran, MO",2954758,219,120,49,0,406.3284584,94600,0
"Seneca Falls, NY",3666322,804,204,111,37,772.8068871,94600,77
"Silver Bay, MN",2760250,117,33,59,0,704.4603171,94600,31
"Utica, OH",3979114,248,39,0,13,586.2,94600,50
"Waco, GA",1379808,60,0,0,0,728.6,94600,0
"Albion, PA",4200628,289,47,14,39,542.9666654,94500,12
"Cassville, MO",2911890,328,313,121,113,800.7403901,94500,0
"Chandler, OK",4013500,303,53,74,6,617.2092665,94500,74
"Chipley, FL",1211975,555,46,106,17,800.7146692,94500,136
"Divernon, IL",1720045,101,34,0,0,701.305235,94500,0
"Douglas, AZ",420050,1155,533,313,0,581.0054808,94500,82
"Ducktown, TN",4721740,73,11,0,0,574.6792841,94500,0
"Holstein, IA",1936840,92,76,5,0,587.7934184,94500,63
"Kelliher, MN",2732606,26,1,0,0,416.1590857,94500,0
"New Albin, IA",1955785,94,9,0,3,359.223215,94500,0
"Oskaloosa, KS",2053375,216,54,233,0,722.74133,94500,8
"Register, GA",1364372,13,16,3,0,620.4752222,94500,6
"Sandy Level, VA",5170296,83,,,,629.7855125,94500,21
"Utting, AZ",478400,0,,,,,94500,0
"Warden, WA",5376160,337,0,0,0,707.6420427,94500,30
"White, SD",4670940,45,51,0,3,645.5138321,94500,0
"Zanesville, IN",1886318,21,10,0,0,759.5238175,94500,4
"Alma, KS",2001350,102,28,47,0,660.8,94400,11
"Aplington, IA",1902395,125,21,0,28,620.9281337,94400,26
"Beaverdale, IA",1905200,45,34,0,20,867.3155303,94400,0
"Black Lick, PA",4206744,268,3,3,0,668.3004075,94400,0
"Brice, OH",3908532,0,70,0,0,1353.296557,94400,0
"Chili, WI",5514450,9,1,2,3,585.404061,94400,0
"Hometown, WV",5438260,24,,,,,94400,0
"Ingalls, KS",2034225,23,11,16,0,514.4456993,94400,4
"La Luisa, PR",7241294,203,,,,530.1812176,94400,2
"Marmet, WV",5451724,221,50,15,0,736.4869138,94400,12
"Monticello, KY",2153130,1132,186,37,33,529.2999949,94400,266
"Nyssa, OR",4153750,478,130,0,71,729.481273,94400,0
"Villa Grove, IL",1777941,131,73,138,0,674.2,94400,33
"White Heath, IL",1781295,50,,,,670.1758384,94400,27
"Brumley, MO",2908974,6,,,,,94300,0
"Calera, OK",4010950,419,87,23,27,782.6037863,94300,36
"Cricket, NC",3715440,223,24,0,0,722.5593491,94300,0
